case_id,actual,spark_prediction,python_prediction,spark_probability,python_probability,match,agreement_status,disagreement_explanation
T2607010838_2026-07-02,On Time,On Time,Moderate,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.43031174,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008657_2026-07-02,On Time,On Time,On Time,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.6844253,True,BothCorrect,Both pipelines predicted same outcome.
T2607006902_2026-07-02,Minor,Minor,Moderate,"[0.07142857142857142, 0.5, 0.42857142857142855, 0.0]",0.44670105,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009388_2026-07-02,Minor,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.38334718,True,BothWrong,Both pipelines predicted same outcome.
T2607007084_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.5440971,True,BothCorrect,Both pipelines predicted same outcome.
T2607006032_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.62354255,True,BothCorrect,Both pipelines predicted same outcome.
T2607006131_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.5974519,True,BothCorrect,Both pipelines predicted same outcome.
T2607008043_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.601244,True,BothCorrect,Both pipelines predicted same outcome.
T2607008558_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.6817858,True,BothCorrect,Both pipelines predicted same outcome.
T2607006054_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.64398146,True,BothCorrect,Both pipelines predicted same outcome.
T2607010462_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.52979755,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006809_2026-07-02,On Time,On Time,Moderate,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.4292536,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010011_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.61335945,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010108_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.67250156,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010004_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.43759254,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008984_2026-07-02,On Time,On Time,On Time,"[0.9593220338983051, 0.03389830508474576, 0.006779661016949152, 0.0]",0.46739128,True,BothCorrect,Both pipelines predicted same outcome.
T2607005860_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.92780286,True,BothCorrect,Both pipelines predicted same outcome.
T2607011135_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.5743769,True,BothCorrect,Both pipelines predicted same outcome.
T2607007880_2026-07-02,On Time,On Time,Moderate,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.4983801,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007440_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.547262,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008612_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.5705467,True,BothCorrect,Both pipelines predicted same outcome.
T2607007344_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.39092293,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009473_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.0, 0.8414634146341463, 0.15853658536585366]",0.37776867,True,BothCorrect,Both pipelines predicted same outcome.
T2607007939_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.5617369,True,BothCorrect,Both pipelines predicted same outcome.
T2607008505_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.7067913,True,BothCorrect,Both pipelines predicted same outcome.
T2607010712_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.4282019,True,BothCorrect,Both pipelines predicted same outcome.
T2607006374_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.16981132075471697, 0.8301886792452831, 0.0]",0.5058713,True,BothCorrect,Both pipelines predicted same outcome.
T2607010272_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.40996486,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008822_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.5875635,True,BothCorrect,Both pipelines predicted same outcome.
T2607009925_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.5655248,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009753_2026-07-02,Moderate,Moderate,Moderate,"[0.04597701149425287, 0.1839080459770115, 0.7241379310344828, 0.04597701149425287]",0.6444417,True,BothCorrect,Both pipelines predicted same outcome.
T2607007516_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.429353,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007786_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.43834713,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008730_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.6893334,True,BothCorrect,Both pipelines predicted same outcome.
T2607009397_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.5694264,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009570_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.5642398,True,BothCorrect,Both pipelines predicted same outcome.
T2607007267_2026-07-02,Moderate,On Time,Moderate,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.5243777,False,PyOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009301_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.3987467,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006322_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.63375026,True,BothCorrect,Both pipelines predicted same outcome.
T2607008469_2026-07-02,On Time,On Time,On Time,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.49266836,True,BothCorrect,Both pipelines predicted same outcome.
T2607006729_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.58398396,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010366_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.5671583,True,BothCorrect,Both pipelines predicted same outcome.
T2607006821_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.54233396,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008938_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.6504817,True,BothCorrect,Both pipelines predicted same outcome.
T2607011214_2026-07-02,On Time,On Time,Minor,"[1.0, 0.0, 0.0, 0.0]",0.401539,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011289_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.4832334,True,BothCorrect,Both pipelines predicted same outcome.
T2607009145_2026-07-02,Moderate,On Time,On Time,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.53995025,True,BothWrong,Both pipelines predicted same outcome.
T2607009086_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.56330913,True,BothCorrect,Both pipelines predicted same outcome.
T2607005971_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.9002021,True,BothCorrect,Both pipelines predicted same outcome.
T2607005950_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.92780286,True,BothCorrect,Both pipelines predicted same outcome.
T2607007699_2026-07-02,Minor,Minor,Moderate,"[0.07142857142857142, 0.5, 0.42857142857142855, 0.0]",0.40609634,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008254_2026-07-02,Minor,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.7050755,True,BothWrong,Both pipelines predicted same outcome.
T2607008339_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.71854645,True,BothCorrect,Both pipelines predicted same outcome.
T2607006160_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.55983293,True,BothCorrect,Both pipelines predicted same outcome.
T2607006221_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.5529889,True,BothCorrect,Both pipelines predicted same outcome.
T2607006632_2026-07-02,Minor,Minor,Moderate,"[0.07142857142857142, 0.5, 0.42857142857142855, 0.0]",0.43312827,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009837_2026-07-02,Moderate,Moderate,Moderate,"[0.04597701149425287, 0.1839080459770115, 0.7241379310344828, 0.04597701149425287]",0.63334733,True,BothCorrect,Both pipelines predicted same outcome.
T2607009131_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.54943407,True,BothCorrect,Both pipelines predicted same outcome.
T2607010993_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.5735755,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010904_2026-07-02,Moderate,Moderate,Moderate,"[0.04597701149425287, 0.1839080459770115, 0.7241379310344828, 0.04597701149425287]",0.61523646,True,BothCorrect,Both pipelines predicted same outcome.
T2607009215_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.5354043,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009650_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.40602267,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009560_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.40967262,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010721_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.54543334,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007259_2026-07-02,On Time,On Time,Severe,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.3931308,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009207_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.3987467,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008089_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.35675743,True,BothCorrect,Both pipelines predicted same outcome.
T2607006460_2026-07-02,Moderate,Minor,Moderate,"[0.07142857142857142, 0.5, 0.42857142857142855, 0.0]",0.52045923,False,PyOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010549_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.5390704,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010357_2026-07-02,Minor,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.4177061,True,BothWrong,Both pipelines predicted same outcome.
T2607011485_2026-07-02,Minor,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.57710534,True,BothWrong,Both pipelines predicted same outcome.
T2607011390_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.54124874,True,BothCorrect,Both pipelines predicted same outcome.
T2607010100_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.41767457,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009915_2026-07-02,Severe,Moderate,Moderate,"[0.0, 0.0, 0.8414634146341463, 0.15853658536585366]",0.38838512,True,BothWrong,Both pipelines predicted same outcome.
T2607009161_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.5786501,True,BothCorrect,Both pipelines predicted same outcome.
T2607011560_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.5934565,True,BothCorrect,Both pipelines predicted same outcome.
T2607011533_2026-07-02,On Time,Minor,Minor,"[0.4166666666666667, 0.5, 0.08333333333333333, 0.0]",0.45256373,True,BothWrong,Both pipelines predicted same outcome.
T2607010984_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.4306733,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007525_2026-07-02,On Time,On Time,Moderate,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.52671015,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008233_2026-07-02,Minor,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.45970914,True,BothWrong,Both pipelines predicted same outcome.
T2607008693_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.6721152,True,BothCorrect,Both pipelines predicted same outcome.
T2607007163_2026-07-02,Moderate,Moderate,Severe,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.39299604,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006912_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.49561003,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006987_2026-07-02,Moderate,Minor,Severe,"[0.07142857142857142, 0.5, 0.42857142857142855, 0.0]",0.40070394,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007352_2026-07-02,Minor,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.51758343,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008374_2026-07-02,On Time,On Time,On Time,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.47445422,True,BothCorrect,Both pipelines predicted same outcome.
T2607008137_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.598915,True,BothCorrect,Both pipelines predicted same outcome.
T2607007996_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.47606802,True,BothCorrect,Both pipelines predicted same outcome.
T2607006467_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5060915,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011303_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.60206825,True,BothCorrect,Both pipelines predicted same outcome.
T2607010193_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.67250156,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009031_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.5486558,True,BothCorrect,Both pipelines predicted same outcome.
T2607007621_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.52671015,True,BothCorrect,Both pipelines predicted same outcome.
T2607007608_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.429353,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008217_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.7050755,True,BothCorrect,Both pipelines predicted same outcome.
T2607008776_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.6625174,True,BothCorrect,Both pipelines predicted same outcome.
T2607006996_2026-07-02,On Time,On Time,Moderate,"[0.6993006993006993, 0.17482517482517482, 0.1258741258741259, 0.0]",0.50441366,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009662_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.6141296,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008194_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.35659438,True,BothCorrect,Both pipelines predicted same outcome.
T2607006243_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.5763819,True,BothCorrect,Both pipelines predicted same outcome.
T2607008411_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.72721916,True,BothCorrect,Both pipelines predicted same outcome.
T2607010540_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.0, 0.8414634146341463, 0.15853658536585366]",0.40163475,True,BothCorrect,Both pipelines predicted same outcome.
T2607010281_2026-07-02,Moderate,Moderate,Moderate,"[0.04597701149425287, 0.1839080459770115, 0.7241379310344828, 0.04597701149425287]",0.6346775,True,BothCorrect,Both pipelines predicted same outcome.
T2607006366_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.45723066,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008807_2026-07-02,On Time,On Time,On Time,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.6188011,True,BothCorrect,Both pipelines predicted same outcome.
T2607011354_2026-07-02,On Time,On Time,Minor,"[1.0, 0.0, 0.0, 0.0]",0.46487355,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010185_2026-07-02,Minor,On Time,Severe,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.410009,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011444_2026-07-02,On Time,On Time,Minor,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.4842918,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009828_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.3735297,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008839_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.64336425,True,BothCorrect,Both pipelines predicted same outcome.
T2607005889_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.89767015,True,BothCorrect,Both pipelines predicted same outcome.
T2607010811_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.5971118,True,BothCorrect,Both pipelines predicted same outcome.
T2607010803_2026-07-02,Minor,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.49117276,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007708_2026-07-02,Moderate,Minor,Moderate,"[0.07142857142857142, 0.5, 0.42857142857142855, 0.0]",0.5115885,False,PyOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007871_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.408895,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008303_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.46581444,True,BothCorrect,Both pipelines predicted same outcome.
T2607009481_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.5893472,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009308_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.5354043,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007170_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5865189,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006302_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.48923168,True,BothCorrect,Both pipelines predicted same outcome.
T2607008530_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.54478127,True,BothCorrect,Both pipelines predicted same outcome.
T2607010897_2026-07-02,Moderate,Moderate,Moderate,"[0.04597701149425287, 0.1839080459770115, 0.7241379310344828, 0.04597701149425287]",0.507326,True,BothCorrect,Both pipelines predicted same outcome.
T2607010637_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.564576,True,BothCorrect,Both pipelines predicted same outcome.
T2607006719_2026-07-02,Minor,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.46406388,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006640_2026-07-02,Moderate,Moderate,Moderate,"[0.012944983818770227, 0.025889967637540454, 0.919093851132686, 0.042071197411003236]",0.58398396,True,BothCorrect,Both pipelines predicted same outcome.
T2607010449_2026-07-02,On Time,On Time,Moderate,"[0.7949640287769785, 0.15467625899280577, 0.046762589928057555, 0.0035971223021582736]",0.40021595,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006556_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.55475545,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010627_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.42296478,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008886_2026-07-02,On Time,On Time,On Time,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.6058056,True,BothCorrect,Both pipelines predicted same outcome.
T2607009743_2026-07-02,Severe,Severe,Severe,"[0.0, 0.0, 0.2, 0.8]",0.9333137,True,BothCorrect,Both pipelines predicted same outcome.
T2607011259_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.58670294,True,BothCorrect,Both pipelines predicted same outcome.
T2607011091_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.4112804,True,BothCorrect,Both pipelines predicted same outcome.
T2607007796_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.50868547,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007431_2026-07-02,On Time,On Time,Moderate,"[0.9060402684563759, 0.053691275167785234, 0.03691275167785235, 0.003355704697986577]",0.46961012,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
